ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
WV-083,Randolph County,West Virginia,58.93,5.29,105,53.64
WV-085,Ritchie County,West Virginia,48.31,3.89,94,44.42
WV-087,Roane County,West Virginia,51.83,7.8,113,44.03
WV-089,Summers County,West Virginia,45.75,5.37,105,40.38
WV-091,Taylor County,West Virginia,49.11,4.19,101,44.92
WV-093,Tucker County,West Virginia,53.35,2.76,85,50.59
WV-095,Tyler County,West Virginia,49.58,5.61,101,43.97
WV-097,Upshur County,West Virginia,54.03,2.65,88,51.38
WV-099,Wayne County,West Virginia,46.37,2.56,83,43.81
WV-101,Webster County,West Virginia,59.77,5.11,98,54.66
WV-103,Wetzel County,West Virginia,53.08,8.21,116,44.87
WV-105,Wirt County,West Virginia,48.76,5.37,100,43.39
WV-107,Wood County,West Virginia,45.04,3.53,93,41.51
WV-109,Wyoming County,West Virginia,50.89,4.24,104,46.65
WI-001,Adams County,Wisconsin,33.06,1.57,72,31.5
WI-003,Ashland County,Wisconsin,31.59,-0.25,61,31.84
WI-005,Barron County,Wisconsin,28.52,-2.62,41,31.14
WI-007,Bayfield County,Wisconsin,29.09,-0.98,54,30.07
WI-009,Brown County,Wisconsin,34.31,4.44,103,29.87
WI-011,Buffalo County,Wisconsin,30.65,-0.5,56,31.15
WI-013,Burnett County,Wisconsin,29.68,0.01,67,29.67
WI-015,Calumet County,Wisconsin,33.56,3.41,93,30.15
WI-017,Chippewa County,Wisconsin,31.33,-0.71,60,32.04
WI-019,Clark County,Wisconsin,29.32,-2.45,44,31.77
WI-021,Columbia County,Wisconsin,34.27,3.1,85,31.17
WI-023,Crawford County,Wisconsin,34.33,1.54,73,32.79
WI-025,Dane County,Wisconsin,35.51,3.09,91,32.42
WI-027,Dodge County,Wisconsin,36.12,5.21,107,30.91
WI-029,Door County,Wisconsin,33.37,3.66,107,29.71
WI-031,Douglas County,Wisconsin,27.62,-1.98,39,29.6
WI-033,Dunn County,Wisconsin,29.4,-1.74,49,31.14
WI-035,Eau Claire County,Wisconsin,30.78,-1.08,54,31.86
WI-037,Florence County,Wisconsin,30.44,1.01,77,29.43
WI-039,Fond du Lac County,Wisconsin,32.51,2.11,84,30.4
WI-041,Forest County,Wisconsin,32.46,2.01,83,30.45
WI-043,Grant County,Wisconsin,33.82,0.91,69,32.91
WI-045,Green County,Wisconsin,39.8,6.2,110,33.6
WI-047,Green Lake County,Wisconsin,33.29,2.46,85,30.83
WI-049,Iowa County,Wisconsin,33.51,0.82,66,32.69
WI-051,Iron County,Wisconsin,36.2,3.2,100,33
WI-053,Jackson County,Wisconsin,31.32,-0.36,56,31.68
WI-055,Jefferson County,Wisconsin,36.37,4.38,98,31.99
WI-057,Juneau County,Wisconsin,35.21,3.56,89,31.65
WI-059,Kenosha County,Wisconsin,31.67,-0.63,52,32.3
WI-061,Kewaunee County,Wisconsin,33.32,3.51,105,29.81
WI-063,La Crosse County,Wisconsin,33.35,1.66,71,31.69
WI-065,Lafayette County,Wisconsin,37.5,3.84,89,33.66
WI-067,Langlade County,Wisconsin,30.71,-0.97,59,31.68
WI-069,Lincoln County,Wisconsin,31.13,-0.14,56,31.27
WI-071,Manitowoc County,Wisconsin,32.1,2.1,83,30
WI-073,Marathon County,Wisconsin,32.08,0.63,66,31.45
WI-075,Marinette County,Wisconsin,32.2,2.89,94,29.31
WI-077,Marquette County,Wisconsin,32.2,1.36,72,30.84
WI-078,Menominee County,Wisconsin,31.28,0.31,67,30.97
WI-079,Milwaukee County,Wisconsin,34.29,3.24,90,31.05
WI-081,Monroe County,Wisconsin,34.36,2.29,78,32.07
WI-083,Oconto County,Wisconsin,33.44,3.6,93,29.84
WI-085,Oneida County,Wisconsin,33.11,2.21,85,30.9
WI-087,Outagamie County,Wisconsin,34.67,4.26,99,30.41
WI-089,Ozaukee County,Wisconsin,32.31,1.93,76,30.38
WI-091,Pepin County,Wisconsin,28.05,-2.69,36,30.74
WI-093,Pierce County,Wisconsin,26.66,-3.94,27,30.6
WI-095,Polk County,Wisconsin,28.8,-1.44,46,30.24
WI-097,Portage County,Wisconsin,33.51,2.04,79,31.47
WI-099,Price County,Wisconsin,29.29,-2.97,37,32.26
WI-101,Racine County,Wisconsin,31.99,0.09,56,31.9
WI-103,Richland County,Wisconsin,32.85,0.56,64,32.29
WI-105,Rock County,Wisconsin,36.15,3.09,88,33.06
WI-107,Rusk County,Wisconsin,28.64,-2.94,38,31.58
WI-109,St. Croix County,Wisconsin,27.72,-2.67,40,30.39
WI-111,Sauk County,Wisconsin,33.4,1.4,70,32
WI-113,Sawyer County,Wisconsin,28.91,-2.18,36,31.09
WI-115,Shawano County,Wisconsin,32.06,1.12,71,30.94
WI-117,Sheboygan County,Wisconsin,30.72,0.59,66,30.13
WI-119,Taylor County,Wisconsin,33,0.84,73,32.16
WI-121,Trempealeau County,Wisconsin,32.4,0.83,70,31.57
WI-123,Vernon County,Wisconsin,34.2,1.41,72,32.79
WI-125,Vilas County,Wisconsin,35.8,4.06,105,31.74
WI-127,Walworth County,Wisconsin,34.81,1.41,70,33.4
WI-129,Washburn County,Wisconsin,28.95,-1.25,47,30.2
WI-131,Washington County,Wisconsin,35.74,4.71,105,31.03
WI-133,Waukesha County,Wisconsin,37.65,5.76,113,31.89
WI-135,Waupaca County,Wisconsin,34.18,3.26,91,30.92
WI-137,Waushara County,Wisconsin,31.45,0.13,63,31.32
WI-139,Winnebago County,Wisconsin,33.76,3.57,95,30.19
WI-141,Wood County,Wisconsin,32.67,1.48,70,31.19
WY-001,Albany County,Wyoming,11.24,-3.87,9,15.11
WY-003,Big Horn County,Wyoming,13.85,0.36,76,13.49
WY-005,Campbell County,Wyoming,14.48,0.44,73,14.04
WY-007,Carbon County,Wyoming,14.5,-1.48,41,15.98
WY-009,Converse County,Wyoming,10.29,-4.13,9,14.42
WY-011,Crook County,Wyoming,15.39,-1.99,45,17.38
WY-013,Fremont County,Wyoming,15.08,0.44,78,14.64
WY-015,Goshen County,Wyoming,9.91,-4.88,9,14.79
WY-017,Hot Springs County,Wyoming,12.8,-0.46,57,13.26
WY-019,Johnson County,Wyoming,14.3,-0.97,52,15.27
WY-021,Laramie County,Wyoming,10.56,-5.2,8,15.76
WY-023,Lincoln County,Wyoming,17.3,-2.5,31,19.8
WY-025,Natrona County,Wyoming,12.56,0.09,71,12.47
WY-027,Niobrara County,Wyoming,11.36,-3.84,16,15.2
WY-029,Park County,Wyoming,23.44,1.65,89,21.79
WY-031,Platte County,Wyoming,9.12,-5.12,5,14.24
WY-033,Sheridan County,Wyoming,18.95,-0.42,64,19.37
WY-035,Sublette County,Wyoming,16.81,-2.07,43,18.88
WY-037,Sweetwater County,Wyoming,10.03,0.6,85,9.43
WY-039,Teton County,Wyoming,32.39,-2.12,46,34.51
WY-041,Uinta County,Wyoming,10.99,-1.7,36,12.69
WY-043,Washakie County,Wyoming,12.63,0.4,77,12.23
WY-045,Weston County,Wyoming,12.03,-2.69,23,14.72
